MATNR;COMNR
137801;38335
115094;38335
85124;38335
114216;38335
139144;38335
119055;38335
31560;38557
113744;171959
57748;148532
75124;190117
61172;190117
5372;114324
103307;160152
110525;160152
19488;89251
129067;89251
12219;89251
39386;45868
53066;45868
77395;161571
71237;161571
40977;66897
53093;66897
49568;194266
126980;194266
147584;194266
123080;194266
73190;194266
29591;194266
71461;194266
149197;194266
125356;194266
66496;194266
77633;194266
94078;194266
77270;80618
59686;80618
129049;80618
96647;80618
144851;80618
99840;80618
36193;80618
83121;80618
25634;80618
147188;80618
52119;80618
117266;80618
91768;72562
35116;72562
100512;72562
142644;72562
93982;138684
140592;138684
14124;37143
7862;37143
26105;166897
145574;79267
143205;79267
11133;155909
57338;155909
34669;155909
97825;51419
136412;32233
61582;32233
15719;32233
98158;32233
62879;32233
105919;32233
18307;32233
35104;32233
24690;32233
118262;32233
57103;25670
50799;25670
91766;25670
41732;25670
65015;25670
63389;25670
136501;25670
143224;25670
60932;25670
43830;25670
94056;11020
69493;11020
130624;197267
35504;197267
68371;108126
147963;108126
140201;178478
39807;178478
75891;178478
59760;63749
17206;58659
17037;58659
45137;145777
123774;145777
102046;145777
68112;145777
144075;145777
18308;145777
83710;145777
46227;145777
96778;145777
103616;56206
98468;56206
11179;43331
62313;43331
34279;44499
146790;44499
56876;44181
88886;44181
146668;74255
135672;74255
77877;41657
51651;41657
143362;199206
106181;199206
120525;122292
12009;122292
128926;164981
106419;55359
65359;10539
52415;146239
118347;146239
114051;10691
31598;10691
108570;40376
52478;40376
52329;33858
39529;33858
54232;68290
107029;68290
44520;88603
25571;88603
128844;127280
58553;127280
89153;27819
67671;27819
40285;10691
52307;10691
20067;198607
86659;198607
106760;136103
52340;136103
70253;81943
144848;10691
88406;199988
50146;199988
84681;199988
120965;199988
132033;199988
94187;79198
27653;79198
81321;79198
139686;79198
9329;79198
83588;79198
125574;87197
12473;87197
127140;87197
104918;87197
72504;183019
85363;183019
49285;180380
142037;180380
133323;61459
123332;61459
127803;61459
73363;61459
136258;61459
112963;61459
106191;67440
115623;67440
34829;67440
68141;67440
141963;88237
32625;88237
100152;88237
137316;88237
44983;64850
105074;64850
146746;195653
18900;195653
97224;95593
54542;95593
73322;95593
89585;95593
14503;95593
49827;95593
69784;95593
6504;95593
26616;95593
107472;95593
144403;95593
19435;95593
97497;95593
127951;95593
53853;95593
38107;95593
64391;124265
92767;124265
46987;124265
26794;124265
53183;186216
72685;186216
146576;186216
138338;186216
105355;18204
144232;122719
112221;122719
93197;122719
144913;122719
96010;122719
104766;122719
81628;122719
31758;122719
74072;122719
114323;122719
71353;126031
96131;126031
73600;177642
107010;177642
126067;95292
35753;95292
71529;8828
28839;8828
93895;186239
83656;186239
118048;135966
111089;135966
50246;135966
51362;135966
5965;135966
62556;135966
10744;135966
149851;135966
140825;150436
37522;150436
143376;150436
16139;150436
130767;66620
105798;66620
120341;66610
34474;66610
114860;192953
81862;192953
17359;49368
75273;49368
63201;49368
27804;49368
25645;58386
148097;58386
145648;58386
68142;58386
148711;159478
106772;159478
74441;151556
145531;151556
27946;151556
10661;151556
108277;97526
92486;97526
66633;152633
44248;152633
24331;124339
93214;124339
99402;124339
91534;124339
73983;172291
35645;172291
10599;172291
73583;172291
30239;48239
35725;166432
25905;108566
126553;79071
148885;79071
34234;79071
99144;79071
80848;79071
29516;79071
130682;159888
33873;159888
12329;107657
62990;107657
149658;32765
40127;153490
61004;153490
142598;153490
32067;153490
143763;194710
147403;194710
47513;78398
31892;78398
42251;60235
60585;116223
30060;116223
78389;99719
43715;99719
41489;97284
94305;97284
22235;136294
12794;136294
84165;136294
74397;136294
74270;171392
36299;54693
40180;54693
112429;175712
92306;175712
16401;96767
60593;96767
122934;96767
129277;96767
125923;36065
137173;36065
87141;107523
11146;107523
30324;107523
55874;107523
46102;151592
81009;151592
13815;151592
18200;151592
6661;158290
69375;158290
38396;43746
125718;43746
144958;43746
44475;43746
105868;51814
101621;51814
89795;51814
137006;51814
71448;92086
51009;92086
134909;168846
18759;168846
82287;168846
94382;168846
88483;146266
146590;146266
88874;105743
114260;105743
9086;150274
57285;150274
75914;150274
90165;150274
138841;21761
112224;21761
84302;21045
7566;21045
81402;131492
35058;131492
8986;29495
29434;97038
63318;97038
123525;97038
17989;97038
31036;105907
62334;105907
119299;105907
125895;105907
59411;124801
33775;124801
103363;83377
83208;83377
105748;162883
61643;162883
51101;56923
49005;134768
28025;134768
7843;134768
54268;134768
66386;106945
20019;106945
106551;106945
17117;106945
6990;106945
14060;106945
134578;106945
54126;106945
111749;106945
147528;106945
54516;96531
41314;96531
140863;96531
69389;96531
93058;62760
104017;62760
64519;62760
53047;62760
86964;5195
93341;5195
87591;96693
140847;96693
105947;125442
106352;125442
121284;55098
108079;107355
59914;12220
93631;12220
45915;12220
124723;12220
36087;90996
12171;110763
85634;112640
15138;84994
47400;84994
121369;84994
45242;84994
46340;84994
87051;84994
83587;84994
30311;84994
136216;174980
131007;174980
139820;174980
13370;174980
112137;174980
72930;174980
9169;174980
55060;154525
147318;154525
48362;35236
123415;35236
52803;35236
111358;35236
6431;148890
120950;137650
119636;137650
74690;137650
6125;137650
145125;181644
136862;181644
39191;181644
80272;181644
75530;181644
119999;181644
74347;77433
144015;77433
118407;77433
21046;77433
43819;64385
87122;64385
115264;50986
34956;50986
116785;50986
121031;50986
37078;194633
84919;194633
106445;194633
11514;194633
58145;105770
91893;105770
57545;74175
74553;180440
107852;180440
88421;174809
58179;126694
137288;126694
14605;157824
37451;157824
34996;112374
7429;112374
46712;189584
88677;189584
17791;42429
105102;199703
62407;125394
92366;105479
77288;136528
60039;34795
86324;196698
114269;196698
42238;195978
23694;195978
136309;195978
13423;195978
85462;195978
57764;195978
115139;195978
8568;195978
82769;195978
68530;195978
34077;195978
147193;91234
127086;91234
52579;75892
6545;75892
60588;192384
97172;80780
16898;80780
99148;80780
24920;80780
110674;80780
50581;80780
116968;80780
67028;102640
17866;102640
92579;102640
58342;102640
116722;102640
5810;102640
75027;27949
116588;27949
50679;95523
24819;95523
80132;13462
135301;13462
11171;17919
33201;17919
128685;17919
106159;17919
41330;123777
8005;25046
68491;111750
30003;111750
61138;111750
97039;111750
141285;111750
68167;111750
44599;190837
24183;190837
70384;190837
48393;190837
62945;190837
36387;190837
35732;190837
41666;190837
108051;94641
22725;94641
126589;94641
75432;94641
11304;25653
48324;25653
104125;90021
118568;90021
78979;76318
39578;76318
114727;142664
66270;142664
71613;142664
102137;142664
78145;131624
52013;131624
91839;131624
69400;131624
100092;44965
16188;44965
83897;44965
59735;44965
138621;7193
93289;7193
58832;187896
16893;187896
5325;187896
31139;187896
128416;187896
124181;187896
145314;108485
61052;108485
147877;32255
58162;32255
123216;32255
33638;32255
149577;32255
34253;32255
30653;32255
108303;32255
83130;130036
43763;130036
70461;130036
127172;130036
49123;130036
121354;130036
86531;87062
86031;87062
116262;149722
146029;149722
97811;138890
9857;138890
111388;108652
64700;108652
134096;68318
91253;83762
18095;34011
74427;34011
80246;178037
124671;178037
48441;106994
25283;136414
41917;118697
126360;118697
149347;58572
45556;64110
16742;64110
122364;38245
102267;38245
142052;38245
17591;38245
44693;110671
10205;110671
15840;6366
121253;6366
12441;6366
126670;6366
118460;137611
9563;137611
121760;137611
117084;137611
135646;115000
73259;43513
69508;43513
137050;10691
90213;111695
56447;111695
9430;172722
59333;172722
80509;172722
21630;61052
20536;169785
53549;192390
5305;23222
92209;20362
84336;14388
125489;14388
135191;14388
13929;14388
91009;57967
31442;57967
84072;64904
116860;64904
119060;99516
49417;99516
29167;199667
107500;199667
25513;176894
80796;176894
119155;176894
27132;176894
58372;176894
31488;176894
98035;101555
108095;101555
40706;101555
47854;101555
139238;91506
56052;91506
100271;91506
86810;91506
111138;91506
87885;91506
6148;145434
63338;145434
12551;145434
81113;145434
13056;145434
29940;145434
40143;145434
149563;145434
79974;145434
38162;145434
22675;145434
91499;145434
141890;145434
62258;145434
59945;145434
128793;145434
85649;91506
36661;91506
37666;91506
117548;91506
78118;146447
107433;146447
6564;146447
120230;146447
103564;186079
135505;186079
96141;186079
31658;186079
79666;156792
105301;156792
44725;156792
100851;156792
144822;156792
50769;156792
72076;156792
90518;156792
57425;150382
39999;150382
132917;150382
34008;150382
41155;150382
44121;150382
24500;150382
8356;150382
87059;74824
83808;16765
20424;149248
69405;162889
91248;162889
141760;37851
55009;43398
10473;147734
56312;147734
30488;55877
54102;55877
124483;128083
133398;128083
73978;10727
86571;10727
92537;10727
42174;10727
114947;10727
144507;10727
31782;189357
85524;189357
124860;50061
121562;50061
86555;50061
21699;50061
146733;50061
22215;50061
60877;50061
74689;50061
142862;50061
28880;50061
136425;174249
103977;123660
82921;73280
139063;96250
129928;40654
109716;57047
127937;57047
80935;44130
141245;42755
49029;42755
73684;193139
148276;10691
30772;10691
32793;10691
66231;10691
133013;10691
25341;10691
34972;120114
11012;120114
138919;68095
103483;68095
55051;65599
99730;65599
53052;120961
111328;142092
10462;8522
43492;8522
91114;8522
70630;8522
17518;99685
15952;99685
18930;99685
139586;10691
22345;10691
40891;179587
94230;179587
96252;179587
23771;179587
140828;147201
106450;147201
99239;161740
73789;10691
27213;10691
97253;10691
48833;10691
86955;188082
98101;188082
131158;10691
17925;10691
81261;138032
11472;138032
83650;169199
48210;169199
136352;169199
71351;169199
136441;25743
64538;25743
45962;25743
99348;25743
53680;24874
32734;24874
34425;24874
111034;24874
132667;24874
107475;24874
58977;148634
26651;148634
126505;156606
119846;156606
76089;156606
17119;156606
72606;156606
58759;156606
48516;191656
31662;191656
22102;191656
46510;191656
101240;52922
23893;52922
113727;23635
51391;23635
20336;23635
31474;23635
63912;23635
90418;23635
128691;23635
69881;23635
27012;23635
9904;23635
89958;104732
15605;104732
135865;104732
98268;104732
73755;23434
8969;23434
147725;63610
106570;63610
147726;63610
65965;63610
49522;23434
89747;23434
29144;23434
64913;23434
12641;93726
54588;93726
66467;93726
81652;93726
26981;93726
50894;93726
44308;152917
85228;152917
35992;152917
86767;152917
37447;92983
5145;92983
132251;92983
134462;92983
94867;49655
40634;49655
109890;49655
126843;49655
25697;137186
73023;137186
115058;137186
128381;137186
134588;137186
41286;137186
120432;137186
66094;137186
36628;94421
128668;94421
66575;94421
36200;94421
27056;94421
60043;94421
118541;94421
115371;94421
52746;124051
122487;124051
106117;124051
81172;124051
114423;100347
81158;100347
57311;100347
66988;100347
78780;162923
74284;162923
47759;76560
15026;76560
14016;76560
11886;76560
71647;76560
53918;76560
66659;76560
105385;76560
140724;22140
40053;22140
110812;22140
130455;22140
131879;22140
122966;22140
84191;22140
56181;22140
144477;22140
143881;22140
128247;22140
77400;22140
56998;22140
69340;22140
59404;22140
88251;22140
30720;22140
11173;22140
41716;133062
144124;133062
14652;133062
95134;133062
71045;133062
118956;133062
21143;133062
106881;133062
49090;91979
57097;91979
70346;52383
147326;52383
35851;52383
102721;52383
54469;52383
7201;52383
124571;52383
123576;52383
125267;52383
120266;52383
68978;52383
64776;52383
109068;114809
71974;114809
100627;114809
122590;114809
138895;114809
35861;114809
68664;114809
76403;114809
57705;114809
108902;114809
51453;114809
123376;114809
142161;114809
38216;114809
94642;22140
13366;22140
76755;84380
141983;84380
149112;84380
111795;84380
48846;84380
129157;84380
70527;84380
80144;84380
106074;84380
134250;84380
134137;84380
94341;84380
83426;195126
75507;195126
83586;195126
114101;195126
40295;195126
22489;195126
124530;195126
88227;195126
135052;195126
110967;195126
139711;195126
100587;195126
99632;195126
145467;195126
38502;195126
147861;195126
101586;195126
14211;195126
26080;54102
84415;54102
65739;54102
32412;54102
89275;149949
6471;149949
63160;5372
147293;5372
48216;5372
95392;5372
99684;5372
111064;5372
35936;176748
41640;176748
104094;176748
147497;176748
141388;176748
88772;176748
98018;176748
47126;176748
24730;176748
23279;176748
140277;176748
60754;176748
111890;132323
113386;132323
103812;132323
35003;132323
141822;122054
126450;122054
18397;122054
47638;122054
48106;18882
37955;18882
99622;18882
100521;18882
127191;19773
100054;19773
50685;19773
129868;19773
58414;10691
68853;10691
146630;71967
13365;71967
115319;45082
108956;179431
56641;30861
39544;10691
100308;71107
7967;71107
32783;71107
54118;71107
10819;71107
108800;71107
113593;9656
98717;53118
109904;175986
121434;175986
122761;175986
139047;175986
26857;74555
117662;74555
43894;74555
74506;74555
10284;102932
139321;102932
74973;102932
40274;102932
6798;102932
124512;102932
87941;112607
58522;112607
109763;112607
137362;112607
124257;112607
36911;112607
16725;112607
9889;112607
48462;147786
129440;147786
80212;147786
45805;147786
74948;180808
7257;180808
113671;180808
145276;180808
20638;44974
75187;44974
22061;44974
10592;44974
105005;126898
16207;126898
36479;126898
75833;126898
26464;120934
88804;94126
12582;94126
149052;94126
29566;123441
78046;123441
128635;123441
143684;123441
109721;44553
112493;44553
5937;44553
44090;44553
135972;8467
52541;8467
125840;8467
78520;8467
76574;128738
64578;128738
6020;134993
28150;196911
54339;44768
125881;41627
58687;41627
85935;76976
8723;140152
20447;59514
41157;161448
26569;161448
110299;196846
99895;196846
84210;199945
131801;199945
136751;196263
35421;188234
36579;55281
22679;166208
12236;181730
78227;56879
100227;56879
74718;60924
39998;14247
44973;14247
105342;59480
8895;148784
58575;186194
130068;186194
97284;130933
55940;43100
80521;56954
78256;103734
141283;103734
105394;180474
77251;180474
149979;180474
70243;148242
42222;148242
66774;11782
38269;68077
17726;116179
138127;116179
83615;116179
17969;116179
81733;84996
120940;174605
86547;174605
100049;174605
81346;143972
86914;143972
96951;57781
37981;57781
62444;57781
5203;57781
63901;151812
98553;151812
19283;25547
93424;64040
55413;168539
81999;91424
67194;175901
37207;10691
129780;10691
115478;81577
116742;81577
113007;16999
90430;16999
23725;16999
131150;16999
57598;16999
127748;16999
115244;16999
31314;16999
101295;191818
127733;62521
131261;62521
71309;147585
116316;104359
30103;160206
32934;31016
143884;183714
99316;183714
71519;159590
91001;5624
38312;41506
104292;41506
70610;49820
44879;122221
59827;122221
133493;63260
142640;63260
104729;63600
14907;153991
13997;153991
52663;169739
27169;169739
146062;94656
60780;94656
132096;92930
34969;92930
28631;172030
94131;10691
39182;60273
73512;60273
24368;60273
120306;105260
18098;105260
61618;105260
120457;105260
119328;105260
139402;105260
56069;105260
79714;105260
20306;52057
128052;52057
6133;138675
29059;47188
109830;175305
84661;175305
147250;175305
56573;175305
93307;186623
90587;147918
109686;105451
132143;139560
48704;150557
59649;136192
27112;136192
60169;140271
72345;39185
107422;147729
142704;147729
102663;147729
123209;147729
82855;147729
77021;15575
12480;178706
60064;139335
84854;106131
54417;106131
123231;18942
22277;168062
12079;20354
38824;10691
126132;10691
73250;162834
90101;162834
85537;162834
128415;162834
7763;99138
125285;99138
30142;122101
17461;122101
138855;64601
94393;64601
130937;57461
62877;49418
9560;29253
12212;29253
61149;160485
44552;108319
52378;6422
69293;115641
62745;78601
38634;78601
38649;73951
35810;73951
37932;73951
139192;89987
104044;89987
125905;89987
49408;89987
6810;36955
24972;36955
51321;36955
10966;98491
15319;178438
51297;178438
132916;106859
12466;83824
65046;24772
115309;68787
15639;182624
146122;78085
139197;78085
138375;78085
121660;78085
31930;78085
59134;73627
54493;73627
26787;73627
78197;7366
68044;7366
33641;95861
129660;146310
58520;146310
132932;146310
120771;146310
92185;8848
95597;38944
106884;146622
43549;146622
64287;146622
5806;146622
112296;146622
33024;113101
53096;58730
56041;136502
146941;136502
142177;24451
134696;24451
104076;135445
115953;135445
118726;135445
51806;135445
57875;135445
58391;135445
21759;161439
51943;161439
96454;161439
56861;161439
18920;58139
13611;58139
60032;128765
130684;41098
146384;41098
44230;41098
74881;41098
122784;58459
50508;58459
17615;8322
110111;8322
22119;8322
102391;8322
22742;88347
84419;88347
44226;88347
111840;88347
140535;44503
116510;46017
59357;46017
30806;46017
119280;46017
42612;50319
84798;53734
125243;53734
115002;53734
91944;53734
132218;180794
114952;10691
37101;188985
60312;188985
69271;188985
55902;188985
58033;188985
132807;188985
108445;188985
45743;188985
146965;188985
140529;188985
59147;188985
27776;188985
83201;188985
17767;10691
65368;188985
13981;188985
35546;188985
99178;188985
118710;188985
120192;188985
39370;188985
116367;188985
85911;21113
31167;21113
69376;106954
36570;106954
5171;106954
139546;106954
81825;106954
45437;106954
145613;137218
46512;137218
14881;115640
15587;115640
121852;115640
39371;115640
69065;115640
148095;115640
124422;115640
85875;115640
96508;117819
124714;117819
127756;57463
82935;57463
19632;57463
44545;57463
15533;97393
41721;97393
36286;27694
118605;27694
7809;27694
81775;27694
27339;25915
26453;25915
31771;24555
149842;24555
57770;24555
49965;24555
118684;195007
54333;195007
92227;195007
70219;195007
40699;128938
129393;128938
102076;128938
76245;128938
133838;181619
78588;181619
143031;181619
22233;181619
54672;128583
138003;128583
124371;86452
113303;86452
77991;86452
44721;86452
47640;86452
126229;86452
129482;86452
131017;86452
47153;86452
58966;86452
82066;86452
61836;86452
11374;86452
72635;86452
108908;86452
19018;86452
141610;86452
64656;86452
19375;86452
87403;86452
117186;86452
32060;86452
43192;86452
84692;86452
130490;86452
42696;86452
70647;139095
88723;139095
147076;86452
49968;86452
22550;139095
139862;139095
123856;139095
103097;139095
22016;139095
40595;139095
56584;42844
100243;42844
93267;42844
93986;42844
73453;42844
61569;42844
66126;42844
39773;42844
116495;42844
133325;42844
71611;42844
45264;42844
58645;52244
147866;52244
32003;52244
106075;52244
142426;52244
63959;52244
23675;52244
127959;52244
80342;52244
56492;52244
42189;52244
45509;52244
88807;52244
127332;52244
136858;52244
117403;52244
39873;52244
103637;52244
75279;52244
78607;52244
117972;83882
129281;83882
95336;83882
83937;83882
116830;83882
84810;83882
26411;83882
128946;83882
45774;83882
56235;83882
89174;83882
25683;83882
68566;38439
15112;38439
133096;38439
53548;38439
58445;156013
130508;156013
135665;156013
108356;156013
6535;156013
79759;156013
129963;105092
41651;105092
57432;96018
44932;96018
78204;96018
126260;96018
138528;96018
20793;96018
25903;96018
46271;96018
107063;96018
11055;96018
94285;96018
16471;96018
67765;96018
135207;96018
125524;96018
127870;96018
105333;96018
76792;96018
20974;96018
130357;96018
127066;96018
128914;96018
147657;96018
51692;96018
105822;96018
104524;96018
106359;96018
43385;96018
121684;96018
110976;96018
120548;96018
121146;96018
110426;96018
74862;96018
59801;96018
37205;96018
112482;188032
139565;188032
11717;188032
54818;188032
88667;108132
16284;108132
48810;108132
18793;108132
139878;108132
95810;108132
30179;108132
102479;108132
78545;108132
64475;108132
25851;108132
43790;108132
25860;40491
100837;40491
13572;40491
27956;40491
94369;44736
101428;44736
7616;57416
78847;186497
54707;15780
43976;15780
101210;15780
135829;15780
139865;197050
80244;197050
36549;172492
136774;172492
135306;172492
128341;172492
129719;172492
40472;172492
29714;172492
142695;172492
37113;172492
41393;172492
96051;172492
51878;172492
68893;124913
63245;124913
124020;124913
19777;124913
7741;118988
113531;118988
137562;58387
117635;58387
13554;48985
26795;48985
22782;48985
89856;48985
76423;48985
108557;48985
135077;48985
34671;48985
142451;48985
143507;48985
59638;48985
64627;48985
134920;48985
62269;48985
128487;48985
36159;48985
93175;190636
127582;190636
141142;190636
107897;190636
52595;190636
126333;190636
46783;190636
47972;190636
134480;10796
81956;10796
114096;10796
42411;10796
109007;10796
120136;10796
88722;10796
6404;10796
124064;81764
114059;81764
143824;81764
90301;81764
15002;120552
8397;120552
129938;172492
49725;119019
129348;119019
22211;119019
38101;119019
109221;119019
136503;119019
20981;172535
143305;172535
91103;57340
37878;57340
115321;57340
14938;57340
106033;152622
95648;152622
73479;143314
16542;143314
20878;173968
149790;44120
109072;44120
96287;44120
14683;44120
22403;86011
109662;86011
57750;86011
15963;86011
37594;10691
140497;10691
108669;10691
65672;10691
34573;53552
51717;53552
45443;53552
79859;53552
24586;73164
125247;73164
110919;73164
103481;73164
102938;90394
47934;90394
9517;90394
140206;90394
107321;172910
125640;172910
54444;26282
133585;26282
68862;184372
61701;184372
118978;184372
33162;184372
144670;135289
90231;135289
100600;30211
148225;30211
145831;74999
121032;74999
125033;67763
65285;67763
81712;184988
87910;184988
59791;184988
9982;184988
8126;87656
140943;87656
72100;153920
101954;153920
121027;153920
112129;153920
139291;153920
100492;153920
16109;127323
65881;127323
135670;10362
82214;10362
59774;10362
90052;10362
70377;186488
51565;186488
112818;186488
27580;186488
77898;103970
92060;103970
73647;103970
35666;103970
6812;103970
66992;103970
128650;32433
91827;32433
7215;32433
19046;32433
84313;32433
31113;32433
141480;10691
75727;174241
113259;35151
57929;35151
51098;23210
111733;23210
129702;23210
100106;23210
34333;23210
68938;23210
126740;48184
114980;48184
57011;48184
7677;48184
134936;48184
80009;48184
67064;48184
58641;48184
53913;76916
101579;76916
128815;181093
9583;181093
6299;181093
147305;181093
69611;196890
37704;143974
37397;130506
19587;130506
112465;28910
94330;123252
84563;123252
111028;34548
143826;34548
80366;34548
34765;34548
57133;154537
148210;154537
58336;113426
125970;113426
30695;79489
125028;79489
83279;79489
109329;79489
143754;79489
98709;79489
28934;79489
67171;79489
31931;79489
123682;79489
112026;73469
12461;73469
5046;18989
132589;18989
66128;175238
40945;175238
67524;163003
22950;163003
80822;158124
87624;158124
41473;46667
131959;46667
75496;10410
148239;21920
149915;21920
70618;21920
18025;21920
73527;21920
17855;63761
75109;63761
101784;63761
130909;63761
36373;63761
95326;63761
142666;192369
67491;192369
61930;107858
25821;107858
66503;107858
70751;175891
81887;172356
95893;172356
6257;102514
22154;102514
86700;52805
20388;10691
149871;136054
17228;43621
120338;50930
10102;10691
78494;63589
45136;63589
149061;63589
107552;63589
125769;63589
106102;63589
78481;48486
28822;48486
92445;169838
83048;169838
25113;162866
83205;162866
53273;162866
75452;81181
115100;26063
34310;26063
16919;26063
79953;26063
100948;26063
117214;26063
119223;132761
14021;132761
144605;132761
129345;132761
15670;199870
24147;199870
46141;100430
139541;100430
117629;10691
43503;10691
19642;71998
97087;71998
50684;178734
101914;87241
63749;48317
38581;48317
62014;48317
40720;48317
148499;48317
114169;48317
109098;48317
78698;48317
90524;48317
147678;48317
144873;187716
57816;187716
36786;187716
69089;187716
94359;187716
111842;187716
28286;187716
77997;187716
40678;68805
79706;32477
135252;32477
95105;32477
96901;32477
35950;32477
18093;32477
26361;32477
94709;32477
26713;32477
71377;32477
74257;27970
17897;27970
55147;27970
95304;27970
28214;156789
39274;156789
48024;156789
114360;156789
38409;156789
107919;156789
40192;32477
47828;32477
33899;38256
26134;180028
87925;71741
101742;71741
95409;71741
72038;71741
92765;71741
30926;71741
10769;59952
93679;59952
12699;59952
111949;59952
146131;10691
135186;10691
28081;99993
128578;99993
72656;165412
104253;165412
112471;165412
119672;165412
113559;171849
43460;171849
75195;172408
24496;127266
119580;103047
101998;103047
145756;132701
131993;132701
69841;12821
97309;10691
102410;162864
143502;98161
89812;131957
128720;157678
38148;149623
104449;147783
11149;185538
41071;173291
106869;20724
33676;93911
53638;82409
7608;82409
122634;186571
64311;186571
102992;33244
29706;33244
74741;60817
58655;60817
29539;98904
69489;10691
19956;42907
34755;42907
62027;120309
121189;120309
30433;114065
131848;114065
99924;114065
131207;64115
115596;64115
87646;64115
110567;64115
93724;130035
45700;91505
32183;110098
9772;48983
133441;137449
49689;178917
94281;14089
46088;14089
63384;30901
68411;22803
117258;7255
47573;123968
55950;132352
89314;11869
50891;10691
43839;11869
123888;10691
145050;49496
85993;49496
58938;167602
130679;167602
120454;167602
21203;167602
44125;167602
57348;167602
130715;167602
89087;167602
122990;167602
44880;167602
95315;167602
75726;167602
67318;167602
8328;167602
140937;148728
88702;148728
71670;148728
24365;148728
19530;148728
141757;148728
93517;148728
105945;148728
52804;148728
125172;148728
39704;148728
73889;148728
86844;148728
10686;148728
65992;142250
68718;142250
96281;142250
129029;142250
94190;24548
132159;24548
34775;24548
146483;24548
48939;24548
96894;24548
6732;48775
84858;48775
87956;48775
61484;48775
40290;48775
31053;48775
34205;48775
56843;48775
141422;48775
20749;48775
122855;48775
14030;48775
120327;29801
75047;29801
136945;29801
13582;29801
140846;29801
23491;79666
138542;79666
16633;79666
89424;79666
53555;79666
108805;79666
34447;79666
102501;79666
61271;19228
53082;19228
109853;19228
118378;19228
90054;190873
25079;190873
29904;71818
91525;71818
54113;190214
87134;190214
74681;164118
119463;164118
69747;170398
85324;170398
100100;160735
135704;160735
123094;187709
144179;187709
125150;116005
26377;116005
95646;35674
29066;35674
25724;163711
60392;163711
68725;163711
71056;163711
130976;51151
32648;51151
17976;173768
64504;173768
8889;173768
57813;173768
42530;173768
122513;173768
133721;173768
137901;173768
76649;173768
17459;173768
50446;64753
12557;64753
87958;147302
104202;147302
35025;147302
62550;147302
94098;96592
28324;96592
30748;140441
22377;140441
40164;50709
136433;50709
96229;53284
7430;53284
145431;34866
138116;34866
86848;34866
28833;34866
80070;191618
22385;10691
68434;145761
31630;35944
47899;35944
60041;35944
121766;58186
116631;58186
42009;148655
82442;148655
96722;148655
100286;113710
119320;36251
144540;36251
101989;112387
69887;112387
71138;112387
126873;112387
36544;173287
124919;68160
121084;68160
75862;68160
122695;68160
141455;192441
119025;192441
89979;117123
135068;117123
5394;77573
86937;37113
98075;102815
68615;17839
76603;17839
57889;126235
129880;153440
146266;153440
122144;150505
15331;150505
32203;157321
112925;157321
17823;95549
103614;95549
101171;51183
138325;51183
38253;32404
101219;159694
28374;172799
117610;10691
107712;118210
146850;115993
26544;56660
26805;56660
76383;66115
105267;66115
108084;66115
41930;66115
24392;47985
67871;47985
116368;8055
81061;8055
28135;47952
111850;47952
75580;113005
118369;113005
29517;169269
83209;169269
111928;180951
127212;180951
140187;13273
83429;13273
136241;13273
23875;13273
70935;180559
11669;180559
28435;120955
110884;120955
106436;103694
130022;103694
118924;148507
134622;148507
145644;188142
48935;188142
137092;60390
63836;60390
94286;189831
101224;189831
33767;118022
9679;118022
91171;11277
21189;11277
95470;11277
16171;11277
36092;147269
129739;147269
83578;147269
10112;147269
52301;21115
72316;21115
86329;46544
114388;46544
115846;44040
145143;44040
63504;20015
80142;20015
95250;10691
14147;10691
86222;10691
134779;10691
96590;47582
43760;47582
113378;159575
65758;159575
45004;78774
36177;78774
36840;117763
109167;117763
107891;103651
29593;103651
76619;163548
145134;163548
144557;163548
62668;163548
27745;122169
83193;122169
101616;122169
140491;122169
60342;192780
51513;192780
104814;48317
121158;48317
72356;56783
10610;56783
26930;115627
147643;115627
6229;15542
26495;15542
140000;147907
63798;147907
12623;108306
47766;108306
109955;20178
44348;20178
90948;16190
77610;16190
149088;27141
35583;27141
77340;166644
124466;166644
42837;160692
56680;160692
41339;183613
13353;183613
81891;32643
126817;32643
101638;32643
76972;32643
135506;32643
29942;32643
100750;90822
46065;90822
29415;90822
41826;90822
148964;154588
75211;154588
43281;119415
71401;36648
56607;10691
93741;10691
16650;29963
108657;29963
95413;24548
121854;24548
45873;24548
25852;24548
21303;109069
11865;109069
27961;109069
53361;109069
103442;19139
92104;19139
98027;159057
53582;159057
65289;159057
31597;159057
133675;87747
130553;87747
87538;185416
54695;185416
59097;189127
17639;189127
66570;166974
68786;166974
129342;184525
15680;184525
149571;184525
113344;184525
104599;153776
149104;153776
144632;164784
66709;164784
129332;159434
144546;159434
103145;112156
55920;112156
96396;72132
132392;72132
86451;72132
97515;72132
39766;163612
20057;163612
34163;78513
149967;78513
115688;167469
49305;167469
112243;167469
49384;167469
80079;85194
63665;85194
135817;181877
137735;181877
81429;27542
29732;27542
93413;99993
104455;99993
30588;123252
80512;137584
43189;137584
88534;181119
111878;181119
81738;197198
55585;197198
54250;16166
49348;16166
36478;32411
135144;32411
132312;156792
36550;156792
135629;175891
49206;50061
39391;50061
143730;34878
67973;34878
16623;99221
58909;99221
56264;35766
30124;35766
131730;163711
26689;173768
125477;173768
128495;173768
85786;173768
12616;173768
43804;173768
6805;140433
138458;140433
25609;41180
82312;41180
112666;8997
